Author,Reference,Highlight,Publishing date,Year,Cell,Wafer doping,Wafer type,Wafer initial surface,Resitivity,Thickness,Junction location,Rear texture,Front texture,Protection layer,Texturing process,Protection layer removal,Cleaning,Emitter type,Sheet resistance,Emitter process,BSF Sheet resistance,BSF type,BSF process,Annealing temperature ©,Annealing time (min),Passivation front,Passivation front process,interconnection,Inter-layer,Inter-layer thicknes,Inter-layer process,Inter-layer process temperature,Annealing temperature ©,Annealing time (min),Clean before perovskite,Photolithography,Oxidation time,Oxidation temperature,Surface removal,Surface removal process,Rear passivation,Rear local contact,Rear passivation process,Rear metal,Rear electrode,Rear TCO thickness,Rear metal thickness,Rear metal order,Rear metal process,Annealing temperature,Annealing time,Surface removal,Surface removal process,Perovskite polarity,ETL,HTL,Cell isolation,Substrate area,Cell area,Cell active area,Buffer layer,Front electrode,Front metal,Front TCO,Front TCO thickness,Total front TCO thickness,Front TCO process,Front metal thickness [nm],Grid,Finger width [um],Finger spacing [mm],Front metal process,Scan direction,Bandgap,Voc tandem,Jsc tandem,FF tandem,n tandem,Jsc silicon,Jsc perovskite,Certified,Stability conditions,Stability result,Damp heat,Voc silicon,FF silicon,n silicon,Jsc silicon cell,Obs,
Zhao et al.,https://pubs.acs.org/doi/10.1021/acsaem.3c00136,Optimised a-Si contact,02/05/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,30,,,,,,,,,,,,,,Ag,ITO/Ag,150,,,,,,,,p-i-n,,,,-,-,1,SnO2,,,ITO,180,180,,,,,,,Not clear,,,,,23.4,,,No,,,,,,,,,
Zhao et al.,https://pubs.acs.org/doi/10.1021/acsaem.3c00136,Optimised a-Si contact,02/05/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,30,,,,,,,,,,,,,,Ag,ITO/Ag,150,,,,,,,,p-i-n,,,,-,-,1,SnO2,,,ITO,180,180,,,,,,,Not clear,,,,,23.2,,,No,,,,,,,,,
Ren et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/adma.202211806,Perovskite additive,25/05/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag/Al,ITO/Ag/Al,-,,,,,,,,p-i-n,,,,-,-,0.5003,SnO2,,,IZO,85,85,,,,,,,Forward,,,,,28.51,,,No,,,,,,,,,
Ren et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/adma.202211806,Perovskite additive,25/05/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag/Al,ITO/Ag/Al,-,,,,,,,,p-i-n,,,,-,-,0.5003,SnO2,,,IZO,85,85,,,,,,,Reverse,,,,,29.25,,,No,,,,,,,,,
Han et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/pip.3708,IZrO front TCO - control,25/05/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,tunnelling,nc-Si:H(n/p),Not clear,,,,,,,,,,,,,,Al,ITO/Al,Not clear,,,,,,,,p-i-n,,,,-,-,0.5036 ,SnO2,,,IZO,120,120,,,,,,,Not clear,,,,,27.67,,,No,,,,,,,,,
Han et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/pip.3708,IZrO front TCO,25/05/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,tunnelling,nc-Si:H(n/p),Not clear,,,,,,,,,,,,,,Al,ITO/Al,Not clear,,,,,,,,p-i-n,,,,-,-,0.5036 ,SnO2,,,IZrO,130,130,,,,,,,Not clear,,,,,28.28,,,No,,,,,,,,,
Marteau et al.,https://www.mdpi.com/1996-1073/16/11/4346,compare tunnel vs recombination contact,26/05/2023,2023,polo,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,12,,,,,,,,,,,,,,Ag,Ag,0,,,,,,,,n-i-p,,,,-,-,9,Not clear,,,ITO,100,Not clear,,,,,,,Not clear,,,,,19.9,,,No,,,,,,,,,
Marteau et al.,https://www.mdpi.com/1996-1073/16/11/4346,compare tunnel vs recombination contact,26/05/2023,2023,polo,,,,,,,,,,,,,,,,,,,,,,,tunneling,nc-Si(n+),25,,,,,,,,,,,,,,Ag,Ag,0,,,,,,,,n-i-p,,,,-,-,9,Not clear,,,ITO,100,Not clear,,,,,,,Not clear,,,,,18.8,,,No,,,,,,,,,
Mariotti et al.,https://www.science.org/doi/10.1126/science.adf5872,Interface engineering enabling a conversion efficiency of 32.5%,06/07/2023,2023,SHJ,Not clear,FZ,DSP,3,280,Not clear,Textured,Planar,SiO2 - PECVD,Not clear,HF dip,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,Doped InOx,20,sputtering,Not clear,None,None,Not clear,None,,,,,a-Si:H(i),Yes - Ag/TCO,PECVD,Ag,Doped-InOx/Ag/SiO2/Ag,30,400,Before,screen-printing+sputtering,210,10,,,p-i-n,C60/PI,Me-4PACz,Not clear,6.25,1.3,1.0139,SnO2,IZO/Ag,Ag,IZO,40,40,sputtering,550,Yes,30,2.6,evaporation,quasi steady state,,1980,20.24,81.18,32.5,21.172,20.302,Yes,,,,,,,,,
Mariotti et al.,https://www.science.org/doi/10.1126/science.adf5872,Interface engineering enabling a conversion efficiency of 32.5%,06/07/2023,2023,SHJ,Not clear,FZ,DSP,3,280,Not clear,Textured,Planar,SiO2 - PECVD,Not clear,HF dip,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,Doped InOx,20,sputtering,Not clear,None,None,Not clear,None,,,,,a-Si:H(i),Yes - Ag/TCO,PECVD,Ag,Doped-InOx/Ag/SiO2/Ag,30,400,Before,screen-printing+sputtering,210,10,,,p-i-n,C60/PI,Me-4PACz,Not clear,6.25,1.3,1.0139,SnO2,IZO/Ag,Ag,IZO,40,40,sputtering,550,Yes,30,2.6,evaporation,Forward,,1980,20.44,79.04,32.06,21.172,20.302,No,,,,,,,,,
Mariotti et al.,https://www.science.org/doi/10.1126/science.adf5872,Interface engineering enabling a conversion efficiency of 32.5%,06/07/2023,2023,SHJ,Not clear,FZ,DSP,3,280,Not clear,Textured,Planar,SiO2 - PECVD,Not clear,HF dip,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,Doped InOx,20,sputtering,Not clear,None,None,Not clear,None,,,,,a-Si:H(i),Yes - Ag/TCO,PECVD,Ag,Doped-InOx/Ag/SiO2/Ag,30,400,Before,screen-printing+sputtering,210,10,,,p-i-n,C60/PI,Me-4PACz,Not clear,6.25,1.3,1.0139,SnO2,IZO/Ag,Ag,IZO,40,40,sputtering,550,Yes,30,2.6,evaporation,Reverse,,1990,20.44,80.53,32.74,21.172,20.302,No,,,,,,,,,
Chin et al.,https://www.science.org/doi/full/10.1126/science.adg0091,Interface engineering enabling a conversion efficiency of 31.25%,06/07/2023,2023,SHJ,n-type,FZ,Not clear,2,180,Rear,Textured,Textured,None,alkaline,-,Wet chemical cleaning proceedure + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n)/nc-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,Not clear,sputtering,Not clear,210,30,Not clear,None,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,Not clear,Not clear,Before,Sputtering,210,30,,,p-i-n,C60,Me-4PACz,Laser,6.25,1.56,1.1677,SnO2,IZO/Ag,Ag,IZO,40-50,40-50,sputtering,800,Yes,80,3.6,evaporation,Asymptotic maximum power,1.7,1913.1,20.473,79.8,31.25,20.81,20.67,Yes,"Stable for over 360 days at room temperature and N2 ambient. Retained 80% of its initial PCE after 66 hours under 20-30% relative humidity, 65 C, 1-sun illumination.",,,,,,,,
Chin et al.,https://www.science.org/doi/full/10.1126/science.adg0091,Interface engineering enabling a conversion efficiency of 31.25%,06/07/2023,2023,SHJ,n-type,FZ,Not clear,2,180,Rear,Textured,Textured,None,alkaline,-,Wet chemical cleaning proceedure + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n)/nc-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,Not clear,sputtering,Not clear,210,30,Not clear,None,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,Not clear,Not clear,Before,Sputtering,210,30,,,p-i-n,C60,Me-4PACz,Laser,6.25,1.56,1.1677,SnO2,IZO/Ag,Ag,IZO,40-50,40-50,sputtering,800,Yes,80,3.6,evaporation,Forward,1.7,1896,20.43,79.12,30.64,,,No,"Stable for over 360 days at room temperature and N2 ambient. Retained 80% of its initial PCE after 66 hours under 20-30% relative humidity, 65 C, 1-sun illumination.",,,,,,,,
Chin et al.,https://www.science.org/doi/full/10.1126/science.adg0091,Interface engineering enabling a conversion efficiency of 31.25%,06/07/2023,2023,SHJ,n-type,FZ,Not clear,2,180,Rear,Textured,Textured,None,alkaline,-,Wet chemical cleaning proceedure + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n)/nc-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,Not clear,sputtering,Not clear,210,30,Not clear,None,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,Not clear,Not clear,Before,Sputtering,210,30,,,p-i-n,C60,Me-4PACz,Laser,6.25,1.56,1.1677,SnO2,IZO/Ag,Ag,IZO,40-50,40-50,sputtering,800,Yes,80,3.6,evaporation,Reverse,1.7,1895,20.43,79.23,30.67,,,No,"Stable for over 360 days at room temperature and N2 ambient. Retained 80% of its initial PCE after 66 hours under 20-30% relative humidity, 65 C, 1-sun illumination.",,,,,,,,
Zhang et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/adma.202303139,2D/3D perovskite,26/07/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,15,,,,,,,,,,,,,,Ag,InOx/Ag,80,,,,,,,,p-i-n,,,,-,-,1,SnO2,,,IZO,Not clear,Not clear,,,,,,,Forward,,,,,28.06,,,Yes,,,,,,,,,
Zhang et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/adma.202303139,2D/3D perovskite,26/07/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,15,,,,,,,,,,,,,,Ag,InOx/Ag,80,,,,,,,,p-i-n,,,,-,-,1,SnO2,,,IZO,Not clear,Not clear,,,,,,,Reverse,,,,,28.36,,,Yes,,,,,,,,,
Zhang et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/adma.202303139,2D/3D perovskite,26/07/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,15,,,,,,,,,,,,,,Ag,InOx/Ag,80,,,,,,,,p-i-n,,,,-,-,1,SnO2,,,IZO,Not clear,Not clear,,,,,,,Forward,,,,,28.54,,,No,,,,,,,,,
Zhang et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/adma.202303139,2D/3D perovskite,26/07/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,15,,,,,,,,,,,,,,Ag,InOx/Ag,80,,,,,,,,p-i-n,,,,-,-,1,SnO2,,,IZO,Not clear,Not clear,,,,,,,Reverse,,,,,29.8,,,No,,,,,,,,,
Zhang et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/adma.202303139,2D/3D perovskite - control,26/07/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,15,,,,,,,,,,,,,,Ag,InOx/Ag,80,,,,,,,,p-i-n,,,,-,-,1,SnO2,,,IZO,Not clear,Not clear,,,,,,,Forward,,,,,24.48,,,No,,,,,,,,,
Zhang et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/adma.202303139,2D/3D perovskite - control,26/07/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,15,,,,,,,,,,,,,,Ag,InOx/Ag,80,,,,,,,,p-i-n,,,,-,-,1,SnO2,,,IZO,Not clear,Not clear,,,,,,,Reverse,,,,,26.63,,,No,,,,,,,,,
Zhang et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/adma.202303139,2D/3D perovskite,26/07/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,15,,,,,,,,,,,,,,Ag,InOx/Ag,80,,,,,,,,p-i-n,,,,-,-,1,SnO2,,,IZO,Not clear,Not clear,,,,,,,Tracking,,,,,29.4,,,No,,,,,,,,,
Zheng et al.,https://www.nature.com/articles/s41560-023-01382-w#Fig1,Polycrystalline Si tunnel junction,26/07/2023,2023,polo,,,,,,,,,,,,,,,,,,,,,,,tunnelling,poly-Si(n/p),Not clear,,,,,,,,,,,,,,Cr/Ag,Cr/Ag,0,,,,,,,,p-i-n,,,,-,-,0.1,BCP,,,IZO,100,100,,,,,,,Forward,,,,,29.2,,,No,,,,,,,,,
Zheng et al.,https://www.nature.com/articles/s41560-023-01382-w#Fig1,Polycrystalline Si tunnel junction,26/07/2023,2023,polo,,,,,,,,,,,,,,,,,,,,,,,tunnelling,poly-Si(n/p),Not clear,,,,,,,,,,,,,,Cr/Ag,Cr/Ag,0,,,,,,,,p-i-n,,,,-,-,0.1,BCP,,,IZO,100,100,,,,,,,Reverse,,,,,29.1,,,No,,,,,,,,,
Zheng et al.,https://www.nature.com/articles/s41560-023-01382-w#Fig1,Polycrystalline Si tunnel junction,26/07/2023,2023,polo,,,,,,,,,,,,,,,,,,,,,,,tunnelling,poly-Si(n/p),Not clear,,,,,,,,,,,,,,Cr/Ag,Cr/Ag,0,,,,,,,,p-i-n,,,,-,-,0.1,BCP,,,IZO,100,100,,,,,,,Forward,,,,,28,,,No,,,,,,,,,
Zheng et al.,https://www.nature.com/articles/s41560-023-01382-w#Fig1,Polycrystalline Si tunnel junction,26/07/2023,2023,polo,,,,,,,,,,,,,,,,,,,,,,,tunnelling,poly-Si(n/p),Not clear,,,,,,,,,,,,,,Cr/Ag,Cr/Ag,0,,,,,,,,p-i-n,,,,-,-,0.1,BCP,,,IZO,100,100,,,,,,,Reverse,,,,,28.5,,,No,,,,,,,,,
Zheng et al.,https://www.nature.com/articles/s41560-023-01382-w#Fig1,Polycrystalline Si tunnel junction,26/07/2023,2023,polo,,,,,,,,,,,,,,,,,,,,,,,tunnelling,poly-Si(n/p),Not clear,,,,,,,,,,,,,,Cr/Ag,Cr/Ag,0,,,,,,,,p-i-n,,,,-,-,0.1321,BCP,,,IZO,100,100,,,,,,,Forward,,,,,28.58,,,Yes,,,,,,,,,
Zheng et al.,https://www.nature.com/articles/s41560-023-01382-w#Fig1,Polycrystalline Si tunnel junction,26/07/2023,2023,polo,,,,,,,,,,,,,,,,,,,,,,,tunnelling,poly-Si(n/p),Not clear,,,,,,,,,,,,,,Cr/Ag,Cr/Ag,0,,,,,,,,p-i-n,,,,-,-,0.1321,BCP,,,IZO,100,100,,,,,,,Reverse,,,,,28.76,,,Yes,,,,,,,,,
Zheng et al.,https://www.nature.com/articles/s41560-023-01382-w#Fig1,Polycrystalline Si tunnel junction,26/07/2023,2023,polo,,,,,,,,,,,,,,,,,,,,,,,tunnelling,poly-Si(n/p),Not clear,,,,,,,,,,,,,,Cr/Ag,Cr/Ag,0,,,,,,,,p-i-n,,,,-,-,0.1321,BCP,,,IZO,100,100,,,,,,,Tracking,,,,,28.49,,,Yes,,,,,,,,,
Li et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/admi.202300504,Vary Si texturing for easier solution processing of pvk. No buffer,19/09/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,tunnelling,nc-Si:H(n),25,,,,,,,,,,,,,,Ag,ITO/Ag,Not clear,,,,,,,,n-i-p,,,,6.25,-,1,None,,,ITO,130/20,150,,,,,,,Not clear,,,,,22.1,,,No,,,,,,,,,
Aydin et al.,https://www.nature.com/articles/s41586-023-06667-4#Fig4,"Vary TCO thickness, studied SAMs adhesion on TCOs",28/09/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,IZO,5,,,,,,,,,,,,,,Ag,IZO/MgF2/Ag,5,,,,,,,,p-i-n,,,,-,-,1.03,SnO2,,,IZO,40,40,,,,,,,Forward,,,,,32.6,,,No,,,,,,,,,
Aydin et al.,https://www.nature.com/articles/s41586-023-06667-4#Fig4,"Vary TCO thickness, studied SAMs adhesion on TCOs",28/09/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,IZO,5,,,,,,,,,,,,,,Ag,IZO/MgF2/Ag,5,,,,,,,,p-i-n,,,,-,-,1.03,SnO2,,,IZO,40,40,,,,,,,Reverse,,,,,32.8,,,No,,,,,,,,,
Aydin et al.,https://www.nature.com/articles/s41586-023-06667-4#Fig4,"Vary TCO thickness, studied SAMs adhesion on TCOs",28/09/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,IZO,5,,,,,,,,,,,,,,Ag,IZO/MgF2/Ag,5,,,,,,,,p-i-n,,,,-,-,1.03,SnO2,,,IZO,40,40,,,,,,,Forward,,,,,31.9,,,Yes,,,,,,,,,
Aydin et al.,https://www.nature.com/articles/s41586-023-06667-4#Fig4,"Vary TCO thickness, studied SAMs adhesion on TCOs",28/09/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,IZO,5,,,,,,,,,,,,,,Ag,IZO/MgF2/Ag,5,,,,,,,,p-i-n,,,,-,-,1.03,SnO2,,,IZO,40,40,,,,,,,Reverse,,,,,32.7,,,Yes,,,,,,,,,
Aydin et al.,https://www.nature.com/articles/s41586-023-06667-4#Fig4,"Vary TCO thickness, studied SAMs adhesion on TCOs",28/09/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,IZO,5,,,,,,,,,,,,,,Ag,IZO/MgF2/Ag,5,,,,,,,,p-i-n,,,,-,-,1.03,SnO2,,,IZO,40,40,,,,,,,Tracking,,,,,32.5,,,Yes,,,,,,,,,
Phung et al.,https://www.sciencedirect.com/science/article/pii/S0927024823003197#fig2,PERC bottom cell. 2PACz,01/10/2023,2023,homojunction,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,80,,,,,,,,,,,,,,Not clear,Not clear,0,,,,,,,,p-i-n,,,,-,-,0.25,SnO2,,,ITO,70-80,70-80,,,,,,,Reverse,,,,,23.7,,,No,,,,,,,,,
Phung et al.,https://www.sciencedirect.com/science/article/pii/S0927024823003197#fig2,PERC bottom cell. 2PACz,01/10/2023,2023,homojunction,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,80,,,,,,,,,,,,,,Not clear,Not clear,0,,,,,,,,p-i-n,,,,-,-,0.25,SnO2,,,ITO,70-80,70-80,,,,,,,Forward,,,,,21.9,,,No,,,,,,,,,
Phung et al.,https://www.sciencedirect.com/science/article/pii/S0927024823003197#fig2,PERC bottom cell. 2PACz,01/10/2023,2023,homojunction,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,80,,,,,,,,,,,,,,Not clear,Not clear,0,,,,,,,,p-i-n,,,,-,-,0.25,SnO2,,,ITO,70-80,70-80,,,,,,,Tracking,,,,,23.6,,,No,,,,,,,,,
Phung et al.,https://www.sciencedirect.com/science/article/pii/S0927024823003197#fig2,PERC bottom cell. NiO/2PACz,01/10/2023,2023,homojunction,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,80,,,,,,,,,,,,,,Not clear,Not clear,0,,,,,,,,p-i-n,,,,-,-,0.25,SnO2,,,ITO,70-80,70-80,,,,,,,Not clear,,,,,24.2,,,No,,,,,,,,,
Han et al.,https://onlinelibrary.wiley.com/doi/10.1002/solr.202300648,Charge passivation of Pvk investigation - control,10/10/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag/Al,ITO/Ag/Al,Not clear,,,,,,,,p-i-n,,,,-,-,0.5003,SnO2,,,IZO,100,100,,,,,,,Reverse,,,,,26.7,,,No,,,,,,,,,
Han et al.,https://onlinelibrary.wiley.com/doi/10.1002/solr.202300648,Charge passivation of Pvk investigation - control,10/10/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag/Al,ITO/Ag/Al,Not clear,,,,,,,,p-i-n,,,,-,-,0.5003,SnO2,,,IZO,100,100,,,,,,,Forward,,,,,25.27,,,No,,,,,,,,,
Han et al.,https://onlinelibrary.wiley.com/doi/10.1002/solr.202300648,Charge passivation of Pvk investigation,10/10/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag/Al,ITO/Ag/Al,Not clear,,,,,,,,p-i-n,,,,-,-,0.5003,SnO2,,,IZO,100,100,,,,,,,Reverse,,,,,28.81,,,No,,,,,,,,,
Han et al.,https://onlinelibrary.wiley.com/doi/10.1002/solr.202300648,Charge passivation of Pvk investigation,10/10/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag/Al,ITO/Ag/Al,Not clear,,,,,,,,p-i-n,,,,-,-,0.5003,SnO2,,,IZO,100,100,,,,,,,Forward,,,,,27.67,,,No,,,,,,,,,
Toniolo et al.,https://pubs.rsc.org/en/content/articlehtml/2023/nr/d2nr06873g,Encapsulation - TPU,14/10/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,IZrO/Ag,150,,,,,,,,p-i-n,,,,-,-,1,SnO2,,,IZO,75,75,,,,,,,Not clear,,,,,26.1,,,No,,,,,,,,,
Toniolo et al.,https://pubs.rsc.org/en/content/articlehtml/2023/nr/d2nr06873g,Encapsulation - TPO,14/10/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,IZrO/Ag,150,,,,,,,,p-i-n,,,,-,-,1,SnO2,,,IZO,75,75,,,,,,,Not clear,,,,,24.4,,,No,,,,,,,,,
Li et al.,https://www.sciencedirect.com/science/article/pii/S0927024823003604#fig1,Nanocrystalline SiOx interlayer,15/10/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,tunnelling,nc-SiOx:H(n/p),35/10,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,-,-,12.5,SnO2,,,IZO,Not clear,Not clear,,,,,,,Not clear,,,,,23.39,,,No,,,,,,,,,
Li et al.,https://www.sciencedirect.com/science/article/pii/S0927024823003604#fig1,Nanocrystalline SiOx interlayer,15/10/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,tunnelling,nc-SiOx:H(n/p),35/10,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,-,-,0.5091,SnO2,,,IZO,Not clear,Not clear,,,,,,,Not clear,,,,,27.16,,,No,,,,,,,,,
Yang et al.,https://www.sciencedirect.com/science/article/pii/S2666386423004496,Shunt mitigation,18/10/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/SiO2/Ag,70,,,,,,,,p-i-n,,,,-,-,1,SnO2,,,ITO,60,60,,,,,,,Not clear,,,,,27.1,,,No,,,,,,,,,
Yang et al.,https://www.sciencedirect.com/science/article/pii/S2666386423004496,Shunt mitigation,18/10/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/SiO2/Ag,70,,,,,,,,p-i-n,,,,-,-,1,SnO2,,,ITO,60,60,,,,,,,Not clear,,,,,26.7,,,No,,,,,,,,,
Yang et al.,https://www.sciencedirect.com/science/article/pii/S2666386423004496,Shunt mitigation,18/10/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/SiO2/Ag,70,,,,,,,,p-i-n,,,,-,-,4,SnO2,,,ITO,60,60,,,,,,,Not clear,,,,,26.3,,,No,,,,,,,,,
Yang et al.,https://www.sciencedirect.com/science/article/pii/S2666386423004496,Shunt mitigation,18/10/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/SiO2/Ag,70,,,,,,,,p-i-n,,,,-,-,4,SnO2,,,ITO,60,60,,,,,,,Not clear,,,,,26.2,,,No,,,,,,,,,
Yang et al.,https://www.sciencedirect.com/science/article/pii/S2666386423004496,Shunt mitigation,18/10/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/SiO2/Ag,70,,,,,,,,p-i-n,,,,-,-,24,SnO2,,,ITO,60,60,,,,,,,Not clear,,,,,25.2,,,No,,,,,,,,,
Yang et al.,https://www.sciencedirect.com/science/article/pii/S2666386423004496,Shunt mitigation,18/10/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/SiO2/Ag,70,,,,,,,,p-i-n,,,,-,-,24,SnO2,,,ITO,60,60,,,,,,,Tracking,,,,,25.1,,,No,,,,,,,,,
Naqvi et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/aenm.202302147,Bifacial. 20% albedo. HTL modification to avoid Li migration. ,30/10/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ni/Al,ITO/MgF2/Ni/Al,70,,,,,,,,n-i-p,,,,-,-,1.1081,MoOx,,,IZO,140,140,,,,,,,Not clear,,,,,26.34,,,Yes,,,,,,,,,
Luo et al.,https://pubs.acs.org/doi/10.1021/acsenergylett.3c02002,Triple source coevaporation,06/11/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,IZO,20,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,-,-,1.05,SnO2,,,IZO,80,80,,,,,,,Reverse,,,,,28.8,,,No,,,,,,,,,
Luo et al.,https://pubs.acs.org/doi/10.1021/acsenergylett.3c02002,Triple source coevaporation,06/11/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,IZO,20,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,-,-,1.05,SnO2,,,IZO,80,80,,,,,,,Forward,,,,,27.4,,,No,,,,,,,,,
Luo et al.,https://pubs.acs.org/doi/10.1021/acsenergylett.3c02002,Triple source coevaporation,06/11/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,IZO,20,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,-,-,1.05,SnO2,,,IZO,80,80,,,,,,,Tracking,,,,,28.3,,,No,,,,,,,,,
Xu et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/adma.202308692,Diffusible perovskite capping layer,08/11/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,tunnelling,nc-Si:H(n/p),Not clear,,,,,,,,,,,,,,Ag,ITO/Ag,Not clear,,,,,,,,p-i-n,,,,-,-,0.5003,SnO2,,,IZO,100,100,,,,,,,Reverse,,,,,29.61,,,No,,,,,,,,,
Xu et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/adma.202308692,Diffusible perovskite capping layer,08/11/2023,2023,SHJ,,,,,,,,,,,,,,,,,,,,,,,tunnelling,nc-Si:H(n/p),Not clear,,,,,,,,,,,,,,Ag,ITO/Ag,Not clear,,,,,,,,p-i-n,,,,-,-,0.5003,SnO2,,,IZO,100,100,,,,,,,Forward,,,,,29.53,,,No,,,,,,,,,
