Author,Reference,Highlight,Publishing date,Year,Cell,Wafer doping,Wafer type,Wafer initial surface,Resitivity,Thickness,Junction location,Rear texture,Front texture,Protection layer,Texturing process,Protection layer removal,Cleaning,Emitter type,Sheet resistance,Emitter process,BSF Sheet resistance,BSF type,BSF process,Annealing temperature ©,Annealing time (min),Passivation front,Passivation front process,interconnection,Inter-layer,Inter-layer thicknes,Inter-layer process,Inter-layer process temperature,Annealing temperature ©,Annealing time (min),Clean before perovskite,Photolithography,Oxidation time,Oxidation temperature,Surface removal,Surface removal process,Rear passivation,Rear local contact,Rear passivation process,Rear metal,Rear electrode,Rear TCO thickness,Rear metal thickness,Rear metal order,Rear metal process,Annealing temperature,Annealing time,Surface removal,Surface removal process,Perovskite polarity,ETL,HTL,Cell isolation,Substrate area,Cell area,Cell active area,Buffer layer,Front electrode,Front metal,Front TCO,Front TCO thickness,Total front TCO thickness,Front TCO process,Front metal thickness [nm],Grid,Finger width [um],Finger spacing [mm],Front metal process,Scan direction,Bandgap,Voc tandem,Jsc tandem,FF tandem,n tandem,Jsc silicon,Jsc perovskite,Certified,Stability conditions,Stability result,Damp heat,Voc silicon,FF silicon,n silicon,Jsc silicon cell,Obs,
Schulze et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/solr.202000152,P-type silicon heterojunction bottom cell,08/05/2020,2020,heterojunction,p-type,FZ,Not clear,1,250,Front,Textured,Planar,,KOH,,RCA + HF dip,a-Si:H(n),Not clear,PECVD,Not clear,a-Si:H(p),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,80,sputtering,Not clear,,,,,,,,,a-Si:H(i),Yes,PECVD,Ag,ITO/Ag,195,1000,Before,Not clear,,,,,p-i-n,C60,PTAA,chop saw,6.25,0.36,0.25,SnO2,ITO/Ag,Ag,ITO,70,70,sputtering,170,No,None,None,evaporation,Reverse,1.68,1770,17.7,80.3,25.1,19.3,17.7,Yes,,,,,,,,,
Schulze et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/solr.202000152,P-type silicon heterojunction bottom cell,08/05/2020,2020,heterojunction,p-type,FZ,Not clear,1,250,Front,Textured,Planar,,KOH,,RCA + HF dip,a-Si:H(n),Not clear,PECVD,Not clear,a-Si:H(p),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,80,sputtering,Not clear,,,,,,,,,a-Si:H(i),Yes,PECVD,Ag,ITO/Ag,195,1000,Before,Not clear,,,,,p-i-n,C60,PTAA,chop saw,6.25,0.36,0.25,SnO2,ITO/Ag,Ag,ITO,70,70,sputtering,170,No,None,None,evaporation,Tracking,1.68,,,,25.1,19.3,17.7,Yes,,,,,,,,,
Subbiah et al.,https://pubs.acs.org/doi/full/10.1021/acsenergylett.0c01297,Textured silicon bottom-cell and slot-die-coated perovskite,11/08/2020,2020,heterojunction,n-type,FZ,Not clear,1 - 5,250-280,Rear,Textured,Textured,,,,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,InOx,40,sputtering,Not clear,200,10,,,,,,,a-Si:H(i),None,PECVD,Ag,ITO/Ag,150,250,Before,Sputtering,,,,,p-i-n,C60,NiOx/PTAA,,,,1,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,250,No,None,None,evaporation,Forward,1.68,1760,19.2,70,23.8,17.84,17.05,No,,,,,,,,,
Subbiah et al.,https://pubs.acs.org/doi/full/10.1021/acsenergylett.0c01297,Textured silicon bottom-cell and slot-die-coated perovskite,11/08/2020,2020,heterojunction,n-type,FZ,Not clear,1 - 5,250-280,Rear,Textured,Textured,,,,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,InOx,40,sputtering,Not clear,200,10,,,,,,,a-Si:H(i),None,PECVD,Ag,ITO/Ag,150,250,Before,Sputtering,,,,,p-i-n,C60,NiOx/PTAA,,,,1,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,250,No,None,None,evaporation,Reverse,1.68,1760,19.2,70,23.8,17.84,17.05,No,,,,,,,,,
Subbiah et al.,https://pubs.acs.org/doi/full/10.1021/acsenergylett.0c01297,Textured silicon bottom-cell and slot-die-coated perovskite,11/08/2020,2020,heterojunction,n-type,FZ,Not clear,1 - 5,250-280,Rear,Textured,Textured,,,,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,InOx,40,sputtering,Not clear,200,10,,,,,,,a-Si:H(i),None,PECVD,Ag,ITO/Ag,150,250,Before,Sputtering,,,,,p-i-n,C60,NiOx/PTAA,,,,1,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,250,No,None,None,evaporation,Tracking,1.68,,,,24.05,17.84,17.05,No,,,,,,,,,
Jassim et al.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aydin et al.,https://www.nature.com/articles/s41560-020-00687-4,Outdoor performance study,14/09/2020,2020,heterojunction,n-type,FZ,Not clear,1 - 5,250-280,Rear,Textured,Textured,,,,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,tunneling,nc-Si:H(n/p),Not clear,PVD,Not clear,,,,,,,,,a-Si:H(i),None,PECVD,Ag,ITO/Ag,150,250,Before,Sputtering,,,,,p-i-n,C60,Spiro-TTB,,,,0.8317,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,200,Yes,Not clear,Not clear,evaporation,Forward,1.63,1731,19.8,71.8,24.6,19.8,19.8,Yes,,,,,,,,,
Aydin et al.,https://www.nature.com/articles/s41560-020-00687-4,Outdoor performance study,14/09/2020,2020,heterojunction,n-type,FZ,Not clear,1 - 5,250-280,Rear,Textured,Textured,,,,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,tunneling,nc-Si:H(n/p),Not clear,PVD,Not clear,,,,,,,,,a-Si:H(i),None,PECVD,Ag,ITO/Ag,150,250,Before,Sputtering,,,,,p-i-n,C60,Spiro-TTB,,,,0.8317,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,200,Yes,Not clear,Not clear,evaporation,Reverse,1.63,1734,19.8,73.1,25.1,19.8,19.8,Yes,,,,,,,,,
Aydin et al.,https://www.nature.com/articles/s41560-020-00687-4,Outdoor performance study,14/09/2020,2020,heterojunction,n-type,FZ,Not clear,1 - 5,250-280,Rear,Textured,Textured,,,,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,tunneling,nc-Si:H(n/p),Not clear,PVD,Not clear,,,,,,,,,a-Si:H(i),None,PECVD,Ag,ITO/Ag,150,250,Before,Sputtering,,,,,p-i-n,C60,Spiro-TTB,,,,0.8317,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,200,Yes,Not clear,Not clear,evaporation,Tracking,1.63,,,,25,19.8,19.8,Yes,,,,,,,,,
Al-Ashouri et al.,https://www.science.org/doi/abs/10.1126/science.abd4016,SAM as HTL and conversion efficiency over 29%,11/12/2020,2020,heterojunction,n-type,FZ,DSP,3,260,Rear,Textured,Planar,SiO2,,HF dip,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,Not clear,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,Not clear,Not clear,Before,Sputtering,,,,,p-i-n,LiF/C60,2PACz,,,1.27,1.08,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,Not clear,None,None,None,evaporation,Forward,1.68,1900,19.23,79.4,29,20.18,19.41,Yes,,,,,,,,,
Al-Ashouri et al.,https://www.science.org/doi/abs/10.1126/science.abd4016,SAM as HTL and conversion efficiency over 29%,11/12/2020,2020,heterojunction,n-type,FZ,DSP,3,260,Rear,Textured,Planar,SiO2,,HF dip,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,Not clear,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,Not clear,Not clear,Before,Sputtering,,,,,p-i-n,LiF/C60,2PACz,,,1.27,1.08,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,Not clear,None,None,None,evaporation,Reverse,1.68,1890,19.24,78.85,28.75,20.18,19.41,Yes,,,,,,,,,
Al-Ashouri et al.,https://www.science.org/doi/abs/10.1126/science.abd4016,SAM as HTL and conversion efficiency over 29%,11/12/2020,2020,heterojunction,n-type,FZ,DSP,3,260,Rear,Textured,Planar,SiO2,,HF dip,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,Not clear,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,Not clear,Not clear,Before,Sputtering,,,,,p-i-n,LiF/C60,2PACz,,,1.27,1.08,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,Not clear,None,None,None,evaporation,Tracking,1.68,,,,29.15,20.18,19.41,Yes,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tockhorn et al.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
De Bastiani et al.,https://www.nature.com/articles/s41560-020-00756-8,Bifacial pervoskite/silicon tandem via bandgap engineering,11/01/2021,2021,heterojunction,n-type,FZ,Textured,1 - 5,250-280,Rear,Textured,Textured,,,,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,nc-Si:H(n),PECVD,Not clear,,a-Si:H(i),PECVD,recombination,ITO,15,sputtering,Not clear,200,5,,,,,,,a-Si:H(i),Grid,PECVD,Ag,ITO/Ag,100,350,After,evaporation,,,,,p-i-n,LiF/C60,NiOx,Not clear,,,0.832,SnO2,IZO/Ag,Ag,IZO,110,110,sputtering,350,Yes,Not clear,Not clear,evaporation,Forward,1.68,1800.5,18.44,75.58,25.1,,,Yes,,,,,,,,,
De Bastiani et al.,https://www.nature.com/articles/s41560-020-00756-8,Bifacial pervoskite/silicon tandem via bandgap engineering,11/01/2021,2021,heterojunction,n-type,FZ,Textured,1 - 5,250-280,Rear,Textured,Textured,,,,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,nc-Si:H(n),PECVD,Not clear,,a-Si:H(i),PECVD,recombination,ITO,15,sputtering,Not clear,200,5,,,,,,,a-Si:H(i),Grid,PECVD,Ag,ITO/Ag,100,350,After,evaporation,,,,,p-i-n,LiF/C60,NiOx,Not clear,,,0.832,SnO2,IZO/Ag,Ag,IZO,110,110,sputtering,350,Yes,Not clear,Not clear,evaporation,Reverse ,1.68,1802.6,18.46,75.91,25.25,,,Yes,,,,,,,,,
De Bastiani et al.,https://www.nature.com/articles/s41560-020-00756-8,Bifacial pervoskite/silicon tandem via bandgap engineering,11/01/2021,2021,heterojunction,n-type,FZ,Textured,1 - 5,250-280,Rear,Textured,Textured,,,,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,nc-Si:H(n),PECVD,Not clear,,a-Si:H(i),PECVD,recombination,ITO,15,sputtering,Not clear,200,5,,,,,,,a-Si:H(i),Grid,PECVD,Ag,ITO/Ag,100,350,After,evaporation,,,,,p-i-n,LiF/C60,NiOx,Not clear,,,0.832,SnO2,IZO/Ag,Ag,IZO,110,110,sputtering,350,Yes,Not clear,Not clear,evaporation,Tracking,1.68,,,,25.21,,,Yes,,,,,,,,,
Sutter et al.,https://ieeexplore.ieee.org/document/9518715,"Silicon wafers with nanostructured texturing. Obs: Ceall area not reported, thus, an area of 1cm2 was assumed when plotting the data in this application.",26/08/2021,2021,heterojunction,n-type,Not clear,Not clear,Not clear,Not clear,Rear,Textured,Nanostructures,,,,Not clear,a-Si:H(p),Not clear,Not clear,Not clear,nc-SiOx:H(n),Not clear,Not clear,Not clear,a-Si:H(i),Not clear,recombination,ITO,Not clear,Not clear,Not clear,,,,,,,,,a-Si:H(i),None,Not clear,Ag,ITO/Ag,Not clear,Not clear,Not clear,Not clear,,,,,p-i-n,C60,MeO-2PACz,,,,1,None,IZO/Ag,Ag,IZO,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Forward,,1710,19.5,77.9,26.1,,,No,,* Cell area unkown,* Cell area unkown,,,,,,
Sutter et al.,https://ieeexplore.ieee.org/document/9518715,"Silicon wafers with nanostructured texturing. Obs: Ceall area not reported, thus, an area of 1cm2 was assumed when plotting the data in this application.",26/08/2021,2021,heterojunction,n-type,Not clear,Not clear,Not clear,Not clear,Rear,Textured,Nanostructures,,,,Not clear,a-Si:H(p),Not clear,Not clear,Not clear,nc-SiOx:H(n),Not clear,Not clear,Not clear,a-Si:H(i),Not clear,recombination,ITO,Not clear,Not clear,Not clear,,,,,,,,,a-Si:H(i),None,Not clear,Ag,ITO/Ag,Not clear,Not clear,Not clear,Not clear,,,,,p-i-n,C60,MeO-2PACz,,,,1,None,IZO/Ag,Ag,IZO,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Tracking,,,,,26,,,No,,* Cell area unkown,* Cell area unkown,,,,,,
Zhumagali et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/aenm.202101662,N719 for simultaneous passivation NiOx and perovskite,05/09/2021,2021,heterojunction,n-type,FZ,Textured,1 - 5,250-280,Rear,Textured,Textured,,alkaline,,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,25,sputtering,Not clear,200,10,,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,150,250,Before,Sputtering,,,,,p-i-n,C60,NiOx,,,,1.03,SnO2,IZO/Ag,Ag,IZO,70,70,sputtering,350,No,None,None,evaporation,Reverse,1.68,1720,19.2,71,23.5,19.2,19.2,No,,,,,,,,,
Zhumagali et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/aenm.202101662,N719 for simultaneous passivation NiOx and perovskite,05/09/2021,2021,heterojunction,n-type,FZ,Textured,1 - 5,250-280,Rear,Textured,Textured,,alkaline,,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,25,sputtering,Not clear,200,10,,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,150,250,Before,Sputtering,,,,,p-i-n,C60,N719/NiOx,,,,1.03,SnO2,IZO/Ag,Ag,IZO,70,70,sputtering,350,No,None,None,evaporation,Reverse,1.68,1780,19.2,76.8,26.2,19.2,19.2,No,,,,,,,,,
Mariotti et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/solr.202101066,P-type silicon wafer with PERC rear and TOPCon front,08/02/2022,2022,polo,p-type,Cz,SDE,1.05,Not clear,Front,Saw-damage etched,Saw-damage etched,,,,Not clear,poly-Si(n),Not clear,LPCVD,Not clear,Si(p),Firing,810,,SiOx,Wet chemical,recombination,ITO,20,sputtering,Not clear,,,,,,,,,Al2O3/SiNx:H,Yes,Not clear,Al,Al,0,Not clear,Before,Screen-printing,810,Not clear,,,p-i-n,C60,2PACz,Laser,6.25,,1.01,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,Not clear,None,None,None,evaporation,Forward,1.68,1760,16.33,74.25,21.29,16.36,19.19,No,,,,,,,,,
Mariotti et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/solr.202101066,P-type silicon wafer with PERC rear and TOPCon front,08/02/2022,2022,polo,p-type,Cz,SDE,1.05,Not clear,Front,Saw-damage etched,Saw-damage etched,,,,Not clear,poly-Si(n),Not clear,LPCVD,Not clear,Si(p),Firing,810,,SiOx,Wet chemical,recombination,ITO,20,sputtering,Not clear,,,,,,,,,Al2O3/SiNx:H,Yes,Not clear,Al/Ag,Al/Ag,0,Not clear,Before,Screen-printing,810,Not clear,,,p-i-n,C60,2PACz,Laser,6.25,,1.01,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,Not clear,None,None,None,evaporation,Forward,1.68,1800,17.07,69.25,21.34,17.09,19.05,No,,,,,,,,,
Mariotti et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/solr.202101066,P-type silicon wafer with PERC rear and TOPCon front,08/02/2022,2022,polo,p-type,Cz,SDE,1.05,Not clear,Front,Saw-damage etched,Saw-damage etched,,,,Not clear,poly-Si(n),Not clear,LPCVD,Not clear,Si(p),Firing,810,,SiOx,Wet chemical,recombination,ITO,20,sputtering,Not clear,,,,,,,,,Al2O3/SiNx:H,Yes,Not clear,Al/Ag,Al/Ag,0,Not clear,Before,Screen-printing,810,Not clear,,,p-i-n,C60,2PACz,Laser,6.25,,1.01,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,Not clear,None,None,None,evaporation,Tracking,1.68,,,,20.73,17.09,19.05,No,,,,,,,,,
Kohnen et al.,https://onlinelibrary.wiley.com/doi/10.1002/solr.202100244,n-type FZ and Cz SHJ bottom cells compared,21/04/2022,2022,heterojunction,n-type,Cz,As cut,5,100,Rear,Textured,Saw-damage etched,,,,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,Not clear,Not clear,Before,evaporation,,,,,p-i-n,LiF/C60,2PACz,,,,1.008,SnO2,IZO/Ag,Ag,IZO,Not clear,Not clear,sputtering,100,No,None,None,evaporation,Reverse,,1930,17.81,81.05,27.8,17.81,19.56,No,,,,,,,,,
Kohnen et al.,https://onlinelibrary.wiley.com/doi/10.1002/solr.202100244,n-type FZ and Cz SHJ bottom cells compared,21/04/2022,2022,heterojunction,n-type,Cz,As cut,5,100,Rear,Textured,Saw-damage etched,,,,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,Not clear,Not clear,Before,evaporation,,,,,p-i-n,LiF/C60,2PACz,,,,1.008,SnO2,IZO/Ag,Ag,IZO,Not clear,Not clear,sputtering,100,No,None,None,evaporation,Forward,,1940,17.81,80.89,27.89,17.81,19.56,No,,,,,,,,,
Kohnen et al.,https://onlinelibrary.wiley.com/doi/10.1002/solr.202100244,n-type FZ and Cz SHJ bottom cells compared,21/04/2022,2022,heterojunction,n-type,Cz,As cut,5,100,Rear,Textured,Saw-damage etched,,,,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,Not clear,Not clear,Before,evaporation,,,,,p-i-n,LiF/C60,2PACz,,,,1.008,SnO2,IZO/Ag,Ag,IZO,Not clear,Not clear,sputtering,100,No,None,None,evaporation,Tracking,,,,,27.81,17.81,19.56,No,,,,,,,,,
Kohnen et al.,https://onlinelibrary.wiley.com/doi/10.1002/solr.202100244,n-type FZ and Cz SHJ bottom cells compared,21/04/2022,2022,heterojunction,n-type,FZ,DSP,3,280,Rear,Textured,Planar,,,,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,Not clear,Not clear,Before,evaporation,,,,,p-i-n,LiF/C60,2PACz,,,,1.008,SnO2,IZO/Ag,Ag,IZO,Not clear,Not clear,sputtering,100,No,None,None,evaporation,Reverse,,1890,19.13,78.01,28.15,19.08,19.44,No,,,,,,,,,
Kohnen et al.,https://onlinelibrary.wiley.com/doi/10.1002/solr.202100244,n-type FZ and Cz SHJ bottom cells compared,21/04/2022,2022,heterojunction,n-type,FZ,DSP,3,280,Rear,Textured,Planar,,,,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,Not clear,Not clear,Before,evaporation,,,,,p-i-n,LiF/C60,2PACz,,,,1.008,SnO2,IZO/Ag,Ag,IZO,Not clear,Not clear,sputtering,100,No,None,None,evaporation,Forward,,1890,19.13,77.2,27.96,19.08,19.44,No,,,,,,,,,
Kohnen et al.,https://onlinelibrary.wiley.com/doi/10.1002/solr.202100244,n-type FZ and Cz SHJ bottom cells compared,21/04/2022,2022,heterojunction,n-type,FZ,DSP,3,280,Rear,Textured,Planar,,,,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,Not clear,Not clear,Before,evaporation,,,,,p-i-n,LiF/C60,2PACz,,,,1.008,SnO2,IZO/Ag,Ag,IZO,Not clear,Not clear,sputtering,100,No,None,None,evaporation,Tracking,,,,,28.05,19.08,19.44,No,,,,,,,,,
Wu et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/aenm.202200821,Perovskite/silicon tandem using industrial n-type TOPCon cell,09/06/2022,2022,polo,n-type,Cz,Textured,0.3 - 2.1,170,Rear,Textured,Saw-damage etched,,KOH,,Not clear,Si(p),Not clear,diffusion,Not clear,poly-Si(n),LPCVD + diffusion,Not clear,Not clear,SiO2,thermal oxidation,recombination,ITO,2,sputtering,Room temperature,,,HF dip,,,,,HF,Al2O3/SiNx:H,Yes,ALD + PECVD,Ag/Al,Ag/Al,None,None,Before,Screen-printing,,,Oxide,HF,p-i-n,C60,NiOx/PolyTPD,Laser,4.84,1,1,SnO2,IZO/Au,Au,IZO,Not clear,Not clear,sputtering,Not clear,No,None,None,evaporation,Forward,,1779,19.55,78.93,27.45,19.3,19.4,No,,,,,,,,,
Wu et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/aenm.202200821,Perovskite/silicon tandem using industrial n-type TOPCon cell,09/06/2022,2022,polo,n-type,Cz,Textured,0.3 - 2.1,170,Rear,Textured,Saw-damage etched,,KOH,,Not clear,Si(p),Not clear,diffusion,Not clear,poly-Si(n),LPCVD + diffusion,Not clear,Not clear,SiO2,thermal oxidation,recombination,ITO,2,sputtering,Room temperature,,,HF dip,,,,,HF,Al2O3/SiNx:H,Yes,ALD + PECVD,Ag/Al,Ag/Al,None,None,Before,Screen-printing,,,Oxide,HF,p-i-n,C60,NiOx/PolyTPD,Laser,4.84,1,1,SnO2,IZO/Au,Au,IZO,Not clear,Not clear,sputtering,Not clear,No,None,None,evaporation,Reverse,,1794,19.68,78.27,27.63,19.3,19.4,No,,,,,,,,,
Sveinbjörnsson et al.,https://pubs.acs.org/doi/full/10.1021/acsenergylett.2c01358,Industrial silicon bottom cell using Q.ANTUM technology,01/08/2022,2022,homojunction/polo,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,,,,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,,Not clear,Not clear,Not clear,IZO,Not clear,sputtering,Not clear,,,,,,,,,Not clear,Not clear,Not clear,Not clear,Not clear,0,Not clear,Not clear,Screen-printing,Not clear,Not clear,,,p-i-n,C60,2PACz,Laser,6.25,,1,SnO2,IZO/Ag,Ag,IZO,Not clear,Not clear,sputtering,Not clear,None,None,None,evaporation,Reverse,1.68,1907,19.29,78.3,28.81,19.67,19.31,No,,,,,,,,,
Sveinbjörnsson et al.,https://pubs.acs.org/doi/full/10.1021/acsenergylett.2c01358,Industrial silicon bottom cell using Q.ANTUM technology,01/08/2022,2022,homojunction/polo,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,,,,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,,Not clear,Not clear,Not clear,IZO,Not clear,sputtering,Not clear,,,,,,,,,Not clear,Not clear,Not clear,Not clear,Not clear,0,Not clear,Not clear,Screen-printing,Not clear,Not clear,,,p-i-n,C60,2PACz,Laser,6.25,,1,SnO2,IZO/Ag,Ag,IZO,Not clear,Not clear,sputtering,Not clear,None,None,None,evaporation,Forward,1.68,1905,19.27,76.48,28.08,19.67,19.31,No,,,,,,,,,
Sveinbjörnsson et al.,https://pubs.acs.org/doi/full/10.1021/acsenergylett.2c01358,Industrial silicon bottom cell using Q.ANTUM technology,01/08/2022,2022,homojunction/polo,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,,,,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,,Not clear,Not clear,Not clear,IZO,Not clear,sputtering,Not clear,,,,,,,,,Not clear,Not clear,Not clear,Not clear,Not clear,0,Not clear,Not clear,Screen-printing,Not clear,Not clear,,,p-i-n,C60,2PACz,Laser,6.25,,1,SnO2,IZO/Ag,Ag,IZO,Not clear,Not clear,sputtering,Not clear,None,None,None,evaporation,Tracking,1.68,,,,28.74,19.67,19.31,No,,,,,,,,,
Mao et al.,https://onlinelibrary.wiley.com/doi/10.1002/adma.202206193,Standard textured n-type Cz SHJ with NiOx/2PACz hybrid HTL,19/08/2022,2022,heterojunction,n-type,Cz,Textured,0.3 - 2.1,150,Rear,Textured,Textured,,,,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,None,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,100,100,After,evaporation,,,,,p-i-n,LiF/C60,NiO/2PACz,Laser,Not clear,1.2,1.2,SnO2,IZO/Ag,Ag,IZO,120,120,sputtering,100,Yes,200,Not clear,evaporation,Reverse,,1794,20.11,79.95,28.84,20.1,19.75,Yes,,,,,,,,,
Mao et al.,https://onlinelibrary.wiley.com/doi/10.1002/adma.202206193,Standard textured n-type Cz SHJ with NiOx/2PACz hybrid HTL,19/08/2022,2022,heterojunction,n-type,Cz,Textured,0.3 - 2.1,150,Rear,Textured,Textured,,,,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,None,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,100,100,After,evaporation,,,,,p-i-n,LiF/C60,NiO/2PACz,Laser,Not clear,1.2,1.2,SnO2,IZO/Ag,Ag,IZO,120,120,sputtering,100,Yes,200,Not clear,evaporation,Forward,,1776,20.05,79.56,28.34,20.1,19.75,Yes,,,,,,,,,
